Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: JURE GRUBIŠIÆ                                        ;AKCIJA MLADIH - AM, Nositelj liste: LUKA BADEL                                                    ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, JADRANSKA SOCIJALDEMOKRATSKA STRANKA HRVATSKE - JADRANSKI SOCIJALDEMOKRATI, DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENA STRANKA - ZS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: ZLATKO KLARIÆ, prof.;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: dr.sc. JOŠKO KOVAÈ, dipl.ing.                         ;DALMATINSKA LIBERALNA STRANKA - DLS, Nositelj liste: ANTE TEŠIJA;DEMOKRATSKI CENTAR - DC, Nositelj liste: JOŠKO MORIÆ;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: LUKA PODRUG, dipl. iur.                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, KRŠÆANSKA SOCIJALNA UNIJA - KSU, Nositelj liste: ANTE BARABA;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, Nositelj liste: STANKO ZRILIÆ;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: ANA PETROV                                       ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: LUKŠA KEVO;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: IVIÆ PAŠALIÆ;NEOVISNA LISTA, Nositelj liste: DRAGO KRPINA                                 ;NEOVISNA LISTA, Nositelj liste: mr.sc. ÐULA RUŠINOVIÆ-SUNARA                                 ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS, Nositelj liste: dr.sc. MILORAD PUPOVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, LJEVICA HRVATSKE - LJEVICA, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, HRVATSKI SOCIJALDEMOKRATI - HSD, Nositelj liste: ZORAN RESTOVIÆ                                 ;STRANKA UMIROVLJENIKA - SU, Nositelj liste: BORIS NIKOLIÆ-MALORA;ZELENI HRVATSKE - ZELENI HR, Nositelj liste: LOVRO RUMORA;;;
BOSNA I HERCEGOVINA;58;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;59;;11;11;11;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;60;;14;14;14;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;61;;6;6;6;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;62;;9;9;9;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;63;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;64;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;65;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;66;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;67;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;68;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;69;;3;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
BOSNA I HERCEGOVINA;70;;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;;;
BOSNA I HERCEGOVINA;71;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;72;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;73;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;74;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;75;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;76;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;77;;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;78;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;79;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;80;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;81;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;82;;4;4;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;83;;4;4;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;84;;6;6;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;85;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;86;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;87;;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;88;;5;5;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;89;;3;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;90;;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;91;;4;4;3;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;92;;12;12;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;3;0;0;0;;;
BOSNA I HERCEGOVINA;93;;17;17;16;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0;;;
BOSNA I HERCEGOVINA;94;;7;7;7;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;95;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;96;;7;7;7;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;97;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;
BOSNA I HERCEGOVINA;98;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;99;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;
BOSNA I HERCEGOVINA;100;;4;4;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
BOSNA I HERCEGOVINA;101;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;102;;47;47;47;0;0;0;0;0;0;0;0;0;44;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;103;;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;104;;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;105;;8;8;8;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;106;;11;11;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;107;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;108;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;109;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;110;;7;7;7;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;111;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;112;;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;113;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;114;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;115;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;116;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;117;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;118;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;119;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;120;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;121;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;122;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;123;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BOSNA I HERCEGOVINA;124;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BRAZIL;1;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BRAZIL;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
BUGARSKA;1;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CRNA GORA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CRNA GORA;2;;3;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;;
CRNA GORA;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
CRNA GORA;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ÈEŠKA REPUBLIKA;1;;3;3;3;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ÈILE;1;;2;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ÈILE;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ÈILE;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
DANSKA;1;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
EGIPAT;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FINSKA;1;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
FRANCUSKA;1;;48;48;48;0;0;0;0;0;1;0;0;0;31;0;1;4;0;5;0;0;1;1;0;0;4;0;0;0;;;
FRANCUSKA;2;;9;9;9;0;0;0;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
FRANCUSKA;3;;54;54;54;0;0;0;0;1;0;1;0;1;47;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;;;
GRÈKA;1;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
INDIJA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
INDONEZIJA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
IRAN;1;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
IRSKA;1;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
ITALIJA;1;;32;32;32;0;0;0;0;0;0;0;0;0;24;0;2;1;0;3;0;0;0;0;0;0;0;0;1;1;;;
ITALIJA;2;;23;23;23;0;0;0;1;0;1;0;0;0;10;0;4;2;0;0;0;0;0;0;0;0;5;0;0;0;;;
ITALIJA;3;;11;11;10;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
IZRAEL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
JAPAN;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
JUŽNOAFRIÈKA REPUBLIKA;1;;4;4;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
KANADA;1;;4;4;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
KANADA;2;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;
KANADA;3;;41;41;41;0;0;0;0;0;0;0;0;1;37;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;;;
KANADA;4;;6;6;6;0;0;0;0;0;0;0;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
KANADA;5;;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
KANADA;6;;65;65;63;2;0;0;0;0;1;0;0;0;42;0;1;0;0;10;2;0;4;0;0;0;3;0;0;0;;;
KANADA;7;;71;71;71;0;0;1;0;0;0;1;0;0;55;0;1;0;0;6;1;1;3;0;0;0;2;0;0;0;;;
KANADA;8;;7;7;7;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;;;
KANADA;9;;6;6;6;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;
KINA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
LIBIJSKA ARAP. DŽAM.;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MAÐARSKA;1;;3;3;3;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MAÐARSKA;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MAKEDONIJA;1;;16;16;16;0;0;0;0;0;0;0;0;0;11;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;;;
MALEZIJA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
MAROKO;1;;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
NIZOZEMSKA;1;;23;23;23;0;0;0;0;0;0;0;0;0;16;0;1;2;0;0;0;0;1;1;0;0;2;0;0;0;;;
NORVEŠKA;1;;3;3;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;;
NOVI ZELAND;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
NJEMAÈKA;1;;82;82;82;0;0;0;0;0;0;0;2;1;65;0;2;3;0;6;0;0;0;0;0;0;2;1;0;0;;;
NJEMAÈKA;2;;47;47;46;1;0;0;1;0;0;1;0;0;40;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;;;
NJEMAÈKA;3;;56;56;56;0;0;0;0;1;1;0;0;1;38;0;0;2;0;2;3;0;0;0;0;1;5;1;0;1;;;
NJEMAÈKA;4;;63;63;63;0;0;0;0;0;0;0;0;0;44;0;1;0;1;9;0;0;2;0;0;0;6;0;0;0;;;
NJEMAÈKA;5;;36;36;36;0;0;0;1;0;0;0;0;1;30;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;;;
NJEMAÈKA;6;;79;79;79;0;0;0;0;0;2;0;0;1;66;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;;;
NJEMAÈKA;7;;68;68;65;3;0;0;0;0;0;0;0;0;61;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;;;
NJEMAÈKA;8;;45;45;45;0;0;0;0;0;0;0;0;0;42;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;;;
NJEMAÈKA;9;;73;73;72;1;0;0;0;0;0;0;0;0;59;0;0;1;1;7;0;0;0;0;0;0;4;0;0;0;;;
NJEMAÈKA;10;;113;113;113;0;0;0;0;0;0;0;0;2;97;2;1;0;1;3;0;0;1;0;1;0;4;0;0;1;;;
NJEMAÈKA;11;;110;110;110;0;0;0;0;0;0;1;0;1;89;0;0;0;0;12;0;0;0;0;0;1;5;0;0;1;;;
NJEMAÈKA;12;;89;89;89;0;0;0;0;0;0;0;0;2;79;0;1;1;0;3;0;0;0;0;0;0;3;0;0;0;;;
NJEMAÈKA;13;;108;102;102;0;0;0;0;0;0;0;0;2;86;1;1;0;0;4;0;0;0;0;0;0;7;0;0;1;;;
NJEMAÈKA;14;;97;97;96;1;0;0;0;0;0;0;0;0;78;1;1;0;2;3;0;0;5;0;0;0;4;1;0;1;;;
NJEMAÈKA;15;;76;76;76;0;0;0;3;0;0;2;0;1;58;1;0;1;0;3;1;0;0;0;0;0;6;0;0;0;;;
NJEMAÈKA;16;;66;66;66;0;0;0;0;0;0;0;0;0;50;1;0;1;1;4;0;0;3;0;0;0;6;0;0;0;;;
NJEMAÈKA;17;;75;75;74;1;0;0;0;0;0;1;0;0;63;0;0;0;0;5;0;0;2;0;0;0;2;1;0;0;;;
NJEMAÈKA;18;;62;62;62;0;1;0;0;0;0;0;0;1;51;1;0;0;0;3;0;0;4;0;0;0;1;0;0;0;;;
NJEMAÈKA;19;;78;78;78;0;0;0;0;1;1;1;0;0;60;0;1;1;0;7;0;0;2;0;0;0;4;0;0;0;;;
NJEMAÈKA;20;;65;65;63;2;0;0;0;1;0;0;0;0;44;0;2;3;0;8;0;0;0;2;0;0;3;0;0;0;;;
NJEMAÈKA;21;;38;38;38;0;0;0;0;0;0;0;0;0;32;0;0;1;0;3;0;0;0;0;0;0;2;0;0;0;;;
NJEMAÈKA;22;;28;28;28;0;0;0;0;0;0;0;0;0;22;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0;;;
NJEMAÈKA;23;;37;37;37;0;0;0;0;0;0;0;0;2;31;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;;;
PERU;1;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
POLJSKA;1;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
PORTUGAL;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
RUMUNJSKA;1;;4;4;4;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
RUMUNJSKA;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
RUSKA FEDERACIJA;1;;3;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;
SAD;1;;2;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;
SAD;2;;15;15;15;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
SAD;3;;22;22;22;0;0;0;0;0;0;0;0;1;17;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;;;
SAD;4;;37;37;37;0;0;0;0;0;0;0;0;0;34;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;;;
SAD;5;;3;3;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
SAD;6;;62;62;61;1;0;0;1;0;0;0;1;0;43;1;0;2;0;4;0;0;3;2;0;0;3;0;0;1;;;
SLOVAÈKA REPUBLIKA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
SLOVENIJA;1;;13;13;13;0;0;0;0;0;0;0;0;2;6;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;;;
SRBIJA;1;;96;96;92;4;0;0;0;0;0;0;0;0;4;0;0;1;2;1;0;0;0;0;0;83;1;0;0;0;;;
SRBIJA;2;;135;135;134;1;1;0;1;1;1;0;0;0;4;0;0;0;0;0;1;0;0;1;0;114;7;2;0;1;;;
SRBIJA;3;;97;96;92;4;0;0;0;1;0;1;0;0;9;1;0;0;0;0;0;0;0;0;0;73;4;2;1;0;;;
SRBIJA;4;;56;56;54;2;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;48;3;0;0;0;;;
SRBIJA;5;;60;60;60;0;0;0;1;0;0;0;1;0;3;0;1;0;0;0;0;0;0;1;0;50;3;0;0;0;;;
SRBIJA;6;;45;45;44;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;40;2;0;0;0;;;
SRBIJA;7;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
SRBIJA;8;;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
SRBIJA;9;;119;119;118;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;113;2;0;0;0;;;
SRBIJA;10;;95;95;93;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;6;0;0;0;;;
SRBIJA;11;;53;53;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1;0;0;0;;;
SRBIJA;12;;31;31;30;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;26;3;0;0;0;;;
SRBIJA;13;;32;32;31;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;28;1;0;0;0;;;
SRBIJA;14;;39;39;33;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;30;1;0;0;0;;;
SRBIJA;15;;37;37;36;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;;;
ŠPANJOLSKA;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
ŠPANJOLSKA;2;;5;5;5;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;
